location-long,location-lat
8.9932707,47.7274829
8.9934408,47.7279577
8.9933671,47.727256
8.9921085,47.7283323
8.9918005,47.727198
8.9893525,47.7269954
8.9820544,47.7284568
8.9415528,47.7307748
8.9415736,47.7307645
8.9416376,47.7307619
8.9416606,47.7307938
8.9431696,47.7256458
8.8420805,47.6635461
8.8411955,47.6660846
8.8410636,47.6645749
8.9161017,47.6573471
8.9336356,47.6633532
8.9416196,47.7308472
8.9416095,47.7308511
8.9416075,47.7308362
8.9416015,47.7308363
8.9416194,47.7308474
8.9416072,47.7308185
8.9416201,47.730838
8.9416278,47.7308205
8.9416123,47.7308277
8.9416027,47.7308246
8.9415838,47.7307629
8.9415931,47.7307898
8.9415899,47.7307906
8.9415885,47.7307953
8.9415855,47.7308215
8.9792348,47.7338898
8.9791334,47.7335792
8.9797525,47.7338663
8.9794692,47.7340974
8.9813901,47.7334364
8.9799099,47.7336974
8.9793756,47.7335299
8.9793925,47.7338373
8.9799067,47.7332487
8.9797094,47.7334663
8.978697,47.7336894
8.992702,47.7279212
8.9935955,47.7280669
8.9919254,47.7290184
8.9922048,47.7289777
8.9915863,47.7285126
8.9934598,47.7280532
8.9935516,47.7281377
8.9942196,47.7277017
8.992465,47.7281923
8.9921082,47.7289575
8.9921046,47.7285008
8.9920675,47.728541
8.9921048,47.7283699
8.9936664,47.7268344
8.9952765,47.7268013
8.990207,47.728886
8.9901547,47.7296202
8.9899317,47.7295258
8.9890512,47.7294358
8.9890092,47.729529
8.989,47.7294671
8.9889609,47.7295252
8.9890112,47.7295351
8.9889614,47.7294901
8.9890026,47.7294947
8.988995,47.7294965
8.9892162,47.7295148
8.9892138,47.7295405
8.9888552,47.7295552
8.9895147,47.7294662
8.989436,47.729491
8.989071,47.7294631
8.9888782,47.7296918
8.988972,47.7295576
8.9889767,47.7295951
8.9889777,47.7296192
8.988929,47.7295441
8.9909421,47.7291343
8.9838819,47.732034
8.9796205,47.7336702
8.9797341,47.7335071
8.9793946,47.7341819
8.9923145,47.7286307
8.9921522,47.7288877
8.992498,47.7281531
8.9934546,47.7277827
8.9919692,47.7284916
8.9922659,47.7291369
8.9917631,47.7294443
8.9921599,47.728116
8.9921912,47.7293774
8.9919051,47.7282511
8.9918853,47.7285191
8.9937876,47.7279806
8.9938475,47.7278904
8.9936317,47.7278877
8.9919462,47.7285293
8.9918065,47.7286736
8.9893235,47.7293531
8.9894981,47.7291789
8.9907737,47.7284708
